source,line,symbol,phase_hint,family,task,file_sha256
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp,2991,Bind_BlueprintType_Infrastructure,TypeInfrastructure,ObjectsReflection,5.4,b7158361627cc80de51fd6b15ec5748c8964dfc4d062bf17ac6d08e139dac09f
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_CollisionProfile.cpp,38,Bind_CollisionProfile,ExplicitBindings,EngineGameplay,5.5,d437e121bc94a8ee75142eed631461c80265d4dd74e2110e5b9c261ccd7da658
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_ConfigEnums.cpp,20,Bind_ConfigEnums,TypeDeclarations,Core,5.1,a84bf66c6dd3172c90c9158352ea72422a98e88d63f69ff386082e6618235b00
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Console.cpp,47,Bind_ConsoleTypes,TypeDeclarations,EngineServices,5.6,85c6ddf2aaff73e719ed457f4cec740dc43be1648589e58ffc3f21b164ecec73
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Console.cpp,57,Bind_ConsoleVariables,ExplicitBindings,EngineServices,5.6,85c6ddf2aaff73e719ed457f4cec740dc43be1648589e58ffc3f21b164ecec73
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Console.cpp,100,Bind_ConsoleCommands,ExplicitBindings,EngineServices,5.6,85c6ddf2aaff73e719ed457f4cec740dc43be1648589e58ffc3f21b164ecec73
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_CoreGlobals.cpp,69,Bind_CoreGlobals,ExplicitBindings,Core,5.1,2ac2546f09ff32179ff5c5aedec7dadb13289edc1bb296b7ca6b987fd06290d7
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Debugging.cpp,41,Bind_Debugging,ExplicitBindings,EngineServices,5.6,f9279bfbff8cf37f5b1c45211e3cb205d57ecf654bd6797735e34cffd94f3f16
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Delegates.cpp,701,Bind_Delegate_Declarations,TypeDeclarations,ObjectsReflection,5.4,5595159a4cd89a84a63df3db850f92e5e9481d735414896de349f8e78a8ece51
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Delegates.cpp,790,Bind_Delegates,ExplicitBindings,ObjectsReflection,5.4,5595159a4cd89a84a63df3db850f92e5e9481d735414896de349f8e78a8ece51
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Deprecations.cpp,16,Bind_Deprecations,TypeDeclarations,EngineServices,5.6,8dd425404bdacc8d481dbe1fc5dc2be38dab024134285f0759c03d1e5d721c53
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FActorSpawnParameters.cpp,43,Bind_FActorSpawnParameters_TypeDeclarations,TypeDeclarations,EngineGameplay,5.5,5197b52ea77aad57bfc5d7332be5631e94b5277f339734b9a2819b375ce9799d
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FActorSpawnParameters.cpp,58,Bind_FActorSpawnParameters_TypeInfrastructure,TypeInfrastructure,EngineGameplay,5.5,5197b52ea77aad57bfc5d7332be5631e94b5277f339734b9a2819b375ce9799d
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FActorSpawnParameters.cpp,66,Bind_FActorSpawnParameters,ExplicitBindings,EngineGameplay,5.5,5197b52ea77aad57bfc5d7332be5631e94b5277f339734b9a2819b375ce9799d
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FAnchors.cpp,38,Bind_FAnchors,ExplicitBindings,Math,5.2,e640e7419e4452886f3650a6690bc3389bca7de24b148578846b7aa18e3bc82d
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FAngelscriptDelegateWithPayload.cpp,50,Bind_AngelscriptDelegateWithPayload,ExplicitBindings,ObjectsReflection,5.4,a8a22c80ee4a8fa7f7f38a2ab221bda231f9f8d448c96531e1c85390691208c6
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FAngelscriptGameThreadScopeWorldContext.cpp,23,Bind_FAngelscriptGameThreadScopeWorldContext,ExplicitBindings,ObjectsReflection,5.4,320eac8f91bd2b3b6abc68bc81944ba0e358821e15712a8e785db2b2343f8763
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FApp.cpp,23,Bind_FApp,ExplicitBindings,EngineServices,5.6,e09ec2a37c09968295b1371efad315d82cc6586b2f9b3bed24b09a2de64798bd
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FBodyInstance.cpp,21,Bind_FBodyInstance,ExplicitBindings,EngineGameplay,5.5,e2b575eee93d2889f44b4d148b73e8fff05aa31821a7797796d6f8c2d5067c7c
