"source","line","symbol","phase_hint","family","task","file_sha256","disposition","condition_present"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FIntVector4.cpp","60","Bind_FIntVector4_Type","TypeDeclarations","Math","4.2","e6b1ac93d28965008a542ccc56178cb21a61c3db1d0960b76024415ea6007ea0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FIntVector4.cpp","71","Bind_FIntVector4_ToStringContribution","TypeInfrastructure","Math","4.2","e6b1ac93d28965008a542ccc56178cb21a61c3db1d0960b76024415ea6007ea0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FIntVector4.cpp","79","Bind_FIntVector4","ExplicitBindings","Math","4.2","e6b1ac93d28965008a542ccc56178cb21a61c3db1d0960b76024415ea6007ea0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FLinearColor_Type.cpp","","","","Math","4.2","050fb837d8c4405e1eab6081b5612966687b404729d45e53493259e1ac0c2ff3","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FLinearColor.cpp","133","Bind_FLinearColor_Type","TypeDeclarations","Math","4.2","94ce9302dcc2237f687bbc12d1dd244bb17afd6365eb68ea140c8a6dfd4ea64b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FLinearColor.cpp","143","Bind_FLinearColor_Infrastructure","TypeInfrastructure","Math","4.2","94ce9302dcc2237f687bbc12d1dd244bb17afd6365eb68ea140c8a6dfd4ea64b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FLinearColor.cpp","152","Bind_FLinearColor","ExplicitBindings","Math","4.2","94ce9302dcc2237f687bbc12d1dd244bb17afd6365eb68ea140c8a6dfd4ea64b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FMargin.cpp","52","Bind_FMargin","ExplicitBindings","Math","4.2","ea86060130c8b8006717b86709f0f92a760091f2abd91680d08bdf35d1fc7718","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FMath_Functions.cpp","","","","Math","4.2","dd30308bdde5bc32ff145e5b55da5ba69782eb7f6cf642d7f7a6630b205e2d98","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FMath.cpp","769","Bind_FMath","ExplicitBindings","Math","4.2","942b324812e31f67fb92b75e3665c62612bd1518cf48fae947101034bae26b8e","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FMatrix.cpp","32","Bind_FMatrix","ExplicitBindings","Math","4.2","583c34cc5b0b85962850893ae8e1242b1b6857a4e5ba29a514aed697f970794d","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FPlane.cpp","42","Bind_FPlane","ExplicitBindings","Math","4.2","5bc286723f82b24baeed8ef02d73e448ad757e24eef0da809956736d53f875d3","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FPlane4f.cpp","32","Bind_FPlane4f","ExplicitBindings","Math","4.2","e08b16173fe6eea72dd896f6f66907962913d041f8612053414c0636cacf146e","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat_Functions.cpp","","","","Math","4.2","c65c97e4e92d166bb03ae0aed2602ba0e7ac3d1a4ccef4abc8f56fa828e81e0e","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat_Type.cpp","","","","Math","4.2","a6e82fbd80e4956b8fe7c7280ff10919f4038c904587d42c1ea42543d5ea76c0","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat.cpp","184","Bind_FQuat_Type","TypeDeclarations","Math","4.2","82ffca766618e1d888ad1e2534e1207c8f851e80a069e64b4379a3ccd4ca7595","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat.cpp","194","Bind_FQuat_Infrastructure","TypeInfrastructure","Math","4.2","82ffca766618e1d888ad1e2534e1207c8f851e80a069e64b4379a3ccd4ca7595","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat.cpp","202","Bind_FQuat","ExplicitBindings","Math","4.2","82ffca766618e1d888ad1e2534e1207c8f851e80a069e64b4379a3ccd4ca7595","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat4f_Functions.cpp","","","","Math","4.2","36b4ca84bff5d562e625d4ffdb556c912ba25f842c3d022b09200080afc3805a","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat4f_Type.cpp","","","","Math","4.2","033db0c32446d8fc8c5a8cea04cafd4b8d948bcecc11442048ca49b55207c526","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat4f.cpp","184","Bind_FQuat4f_Type","TypeDeclarations","Math","4.2","70de7cf6335b5947fbfeb4e60e4be4b8c293b0d002ec0dea76b2ac817bcf0841","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat4f.cpp","194","Bind_FQuat4f_Infrastructure","TypeInfrastructure","Math","4.2","70de7cf6335b5947fbfeb4e60e4be4b8c293b0d002ec0dea76b2ac817bcf0841","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FQuat4f.cpp","202","Bind_FQuat4f","ExplicitBindings","Math","4.2","70de7cf6335b5947fbfeb4e60e4be4b8c293b0d002ec0dea76b2ac817bcf0841","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRandomStream_Type.cpp","","","","Math","4.2","6a401c9fc9c5748e72cc888c24e6480bfd02ee3ebe15e8daae49ee7003b45e89","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRandomStream.cpp","63","Bind_FRandomStream_Type","TypeDeclarations","Math","4.2","a114b45778b3e1dfbefac9050abfcf1537cba9151815c15dddd1901bfc6160f0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRandomStream.cpp","74","Bind_FRandomStream","ExplicitBindings","Math","4.2","a114b45778b3e1dfbefac9050abfcf1537cba9151815c15dddd1901bfc6160f0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRandomStream.cpp","100","Bind_FRandomStream_ToStringContribution","TypeInfrastructure","Math","4.2","a114b45778b3e1dfbefac9050abfcf1537cba9151815c15dddd1901bfc6160f0","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRange.cpp","147","Bind_FRange","PostReflectionBindings","Math","4.2","b7935ce79dfc65bcb8faf003b584573237a8732cb3d74e3dd804ed9e940f1d88","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator_Functions.cpp","","","","Math","4.2","11357b9cde92220e610abceaace259b570c0ca87a8a2ee044f9286f9862804b8","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator_Type.cpp","","","","Math","4.2","2798988e9088f00c6356e7cd69a7b7cc2afcfe4a3ee2419f63c145d983a0a5c7","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator.cpp","132","Bind_FRotator_Type","TypeDeclarations","Math","4.2","11b181af2fac9b5215343b4c7ce3220ecddc27b4cb24ec22b67aec26d14cfd74","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator.cpp","142","Bind_FRotator_Infrastructure","TypeInfrastructure","Math","4.2","11b181af2fac9b5215343b4c7ce3220ecddc27b4cb24ec22b67aec26d14cfd74","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator.cpp","150","Bind_FRotator","ExplicitBindings","Math","4.2","11b181af2fac9b5215343b4c7ce3220ecddc27b4cb24ec22b67aec26d14cfd74","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator3f_Functions.cpp","","","","Math","4.2","d7bbd7cecdb18aa229421d08f1c58cf0202af047560838f7af4b3aa2d57521a3","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator3f_Type.cpp","","","","Math","4.2","5ed06002e501142ef7214f0e0af7de2b30f809b50f3e20a759be0abef072b1f1","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator3f.cpp","103","Bind_FRotator3f_Type","TypeDeclarations","Math","4.2","4935b710d1d478fc6f4bf35dba86e93b7eef8893f25706d230a366e3511f2890","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator3f.cpp","113","Bind_FRotator3f_Infrastructure","TypeInfrastructure","Math","4.2","4935b710d1d478fc6f4bf35dba86e93b7eef8893f25706d230a366e3511f2890","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FRotator3f.cpp","121","Bind_FRotator3f","ExplicitBindings","Math","4.2","4935b710d1d478fc6f4bf35dba86e93b7eef8893f25706d230a366e3511f2890","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere_Type.cpp","","","","Math","4.2","f5aafae24d79d5cf517380d52901ed6258839ad9ff6369934275ebaad49365f1","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere.cpp","47","Bind_FSphere_Type","TypeDeclarations","Math","4.2","b6951a03cf5f14bf97efa3f2a85033ef8ecb4f4e683acd1b84b9972c6d3bfd2d","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere.cpp","59","Bind_FSphere","ExplicitBindings","Math","4.2","b6951a03cf5f14bf97efa3f2a85033ef8ecb4f4e683acd1b84b9972c6d3bfd2d","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere3f_Type.cpp","","","","Math","4.2","2aae8a39cb264baf35d62acd3d919c2025077cecf5d44db3ff260031a1cf3fff","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere3f.cpp","44","Bind_FSphere3f_Type","TypeDeclarations","Math","4.2","10e188cfd68239825b701d46afbddd9bf21343381091c6aa6f97120263ba69b8","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FSphere3f.cpp","56","Bind_FSphere3f","ExplicitBindings","Math","4.2","10e188cfd68239825b701d46afbddd9bf21343381091c6aa6f97120263ba69b8","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform_Functions.cpp","","","","Math","4.2","a7f287937034a7f499b7d0d974c1b805b3522e2a60626453ae29b15e825b9570","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform_Type.cpp","","","","Math","4.2","c61318af57c93db16a4218585732e3d35c9f54c7058d2e9f2c8e1b39660d0c61","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform.cpp","153","Bind_FTransform_Type","TypeDeclarations","Math","4.2","a2eb72695c3be3e26e8a17ac17fb9be2a1658142f535b26276f3bdc0e08ad478","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform.cpp","164","Bind_FTransform_Infrastructure","TypeInfrastructure","Math","4.2","a2eb72695c3be3e26e8a17ac17fb9be2a1658142f535b26276f3bdc0e08ad478","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform.cpp","173","Bind_FTransform","ExplicitBindings","Math","4.2","a2eb72695c3be3e26e8a17ac17fb9be2a1658142f535b26276f3bdc0e08ad478","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform3f_Functions.cpp","","","","Math","4.2","745d92632ceaa21338ebeb6f908ffb70b2d66f466f61751d14a974a54f4b4ab8","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform3f_Type.cpp","","","","Math","4.2","d5a50535555d0d882d56ac5e4763d20115c653a1c7ba0422befad62ba7d7d5e2","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform3f.cpp","159","Bind_FTransform3f_Type","TypeDeclarations","Math","4.2","c655a52005840a92dbc325133838387ce93983863134d4b72420e2e8f158d668","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform3f.cpp","170","Bind_FTransform3f_Infrastructure","TypeInfrastructure","Math","4.2","c655a52005840a92dbc325133838387ce93983863134d4b72420e2e8f158d668","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FTransform3f.cpp","179","Bind_FTransform3f","ExplicitBindings","Math","4.2","c655a52005840a92dbc325133838387ce93983863134d4b72420e2e8f158d668","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector_Functions.cpp","","","","Math","4.2","cea4fad934347c1409f4b6fd5e1a1b1009f88e6dc4f43dce60a9f50bc6229a0f","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector_Type.cpp","","","","Math","4.2","8122827f2a3656e8574825a0068c95ed9f79246d882904fed4a2a9d98d0c0094","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector.cpp","239","Bind_FVector_TypeDeclarations","TypeDeclarations","Math","4.2","539dee935680f6788985651417f9776b81dce8a4abae7655dfce0702761fa41b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector.cpp","250","Bind_FVector_TypeInfrastructure","TypeInfrastructure","Math","4.2","539dee935680f6788985651417f9776b81dce8a4abae7655dfce0702761fa41b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector.cpp","276","Bind_FVector","ExplicitBindings","Math","4.2","539dee935680f6788985651417f9776b81dce8a4abae7655dfce0702761fa41b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector.cpp","478","Bind_FVector_ToStringContribution","TypeInfrastructure","Math","4.2","539dee935680f6788985651417f9776b81dce8a4abae7655dfce0702761fa41b","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2D_Functions.cpp","","","","Math","4.2","cfed3cd3baf42ccd377b97cbef4967228c0da31c7abfbdacd7a59d31b9f2360b","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2D_Type.cpp","","","","Math","4.2","fd10b763c008111dbf73219f782902e5b2815d1348efeff1cbd14aba3b8ff789","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2D.cpp","121","Bind_FVector2D_Type","TypeDeclarations","Math","4.2","37827e57a1a237211855309fcf15fedf1645bc7e8023581ac1109650e1b3fbd3","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2D.cpp","132","Bind_FVector2D_Infrastructure","TypeInfrastructure","Math","4.2","37827e57a1a237211855309fcf15fedf1645bc7e8023581ac1109650e1b3fbd3","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2D.cpp","141","Bind_FVector2D","ExplicitBindings","Math","4.2","37827e57a1a237211855309fcf15fedf1645bc7e8023581ac1109650e1b3fbd3","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2f_Functions.cpp","","","","Math","4.2","cb0acfb7889e4575d3189ffd53e7c29fb857b27b221d02a7b1976eef4cd6d09a","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2f_Type.cpp","","","","Math","4.2","c96340877dd25951b93d482734fae69740455dd9fc7ac4f0b3e575a5f3227505","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2f.cpp","127","Bind_FVector2f_Type","TypeDeclarations","Math","4.2","b379e34000a08451bb86eef4af2f464bc9e78724434a9369e10758585f17a957","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2f.cpp","138","Bind_FVector2f_Infrastructure","TypeInfrastructure","Math","4.2","b379e34000a08451bb86eef4af2f464bc9e78724434a9369e10758585f17a957","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector2f.cpp","165","Bind_FVector2f","ExplicitBindings","Math","4.2","b379e34000a08451bb86eef4af2f464bc9e78724434a9369e10758585f17a957","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector3f_Functions.cpp","","","","Math","4.2","e3622e067d9067f0681d960e5fae281e8993b88cfb7629020b9744c328e2ff81","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector3f_Type.cpp","","","","Math","4.2","37589b322d9ae56aeebbd5ff144a89899d91b80222f7a51ea696cec2c9fffcda","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector3f.cpp","220","Bind_FVector3f_TypeDeclarations","TypeDeclarations","Math","4.2","24b0dbfef30dc66b7b12eecf1bb1c0c344a6cf6c6995fc219f673b140ac12d02","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector3f.cpp","231","Bind_FVector3f_TypeInfrastructure","TypeInfrastructure","Math","4.2","24b0dbfef30dc66b7b12eecf1bb1c0c344a6cf6c6995fc219f673b140ac12d02","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector3f.cpp","241","Bind_FVector3f","ExplicitBindings","Math","4.2","24b0dbfef30dc66b7b12eecf1bb1c0c344a6cf6c6995fc219f673b140ac12d02","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4.cpp","54","Bind_FVector4_Type","TypeDeclarations","Math","4.2","0573b10cb10879568576c3311f9121863795d7a5b5c3f03ca4fa0338bed8962a","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4.cpp","65","Bind_FVector4_Infrastructure","TypeInfrastructure","Math","4.2","0573b10cb10879568576c3311f9121863795d7a5b5c3f03ca4fa0338bed8962a","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4.cpp","74","Bind_FVector4","ExplicitBindings","Math","4.2","0573b10cb10879568576c3311f9121863795d7a5b5c3f03ca4fa0338bed8962a","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4f.cpp","59","Bind_FVector4f_Type","TypeDeclarations","Math","4.2","e802143a00a7c69607373becd020b82b5791664c185fdcfef309436e84343cbb","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4f.cpp","70","Bind_FVector4f_Infrastructure","TypeInfrastructure","Math","4.2","e802143a00a7c69607373becd020b82b5791664c185fdcfef309436e84343cbb","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FVector4f.cpp","79","Bind_FVector4f","ExplicitBindings","Math","4.2","e802143a00a7c69607373becd020b82b5791664c185fdcfef309436e84343cbb","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintCallable.cpp","","","","ObjectsReflection","4.4","3a25c7c2cbb0709d9782236cc446e1f48f2f97f16e0586a08686f89124019203","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintEvent.cpp","586","Bind_BlueprintEvents","ExplicitBindings","ObjectsReflection","4.4","fa5128d012ca08e670926f1ecbbd8c0e9ee2f797400c1c23d38c1ee0efb333ca","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","1068","Bind_BlueprintType_ReflectionBindings","ReflectionBindings","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","1491","Bind_BlueprintType_ReflectionBindings","ReflectionBindings","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2659","Bind_BlueprintType_ReferenceClassDeclarations","TypeDeclarations","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2697","Bind_BlueprintType_StaticClasses","ExplicitBindings","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2739","Bind_BlueprintType_ReferenceClassDeclarations","TypeDeclarations","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2769","Bind_BlueprintType_StaticClasses","ExplicitBindings","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2790","Bind_TObjectPtr_TypeDeclarations","TypeDeclarations","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2805","Bind_TSubclassOf_TypeDeclarations","TypeDeclarations","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2820","Bind_TWeakObjectPtr_TypeDeclarations","TypeDeclarations","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2835","Bind_TObjectPtr_MethodSurface","TypeInfrastructure","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2876","Bind_TSubclassOf_MethodSurface","TypeInfrastructure","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2936","Bind_TWeakObjectPtr_MethodSurface","TypeInfrastructure","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_BlueprintType.cpp","2991","Bind_BlueprintType_Infrastructure","TypeInfrastructure","ObjectsReflection","4.4","23bbccc9f83dcbce7e6e127969f2ebda50f9d4760c29511b2d6dc4d4f7153cb5","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Delegates_Type.cpp","","","","ObjectsReflection","4.4","ce9c3ecabc0b06e630a79f017dd40e7e2d35505dda8a1785790be28de7d89b39","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Delegates.cpp","701","Bind_Delegate_Declarations","TypeDeclarations","ObjectsReflection","4.4","6e8b0dab1bc3c3b8f3e027e024f590df6d40c892db87611ba36db89f07203f27","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_Delegates.cpp","790","Bind_Delegates","ExplicitBindings","ObjectsReflection","4.4","6e8b0dab1bc3c3b8f3e027e024f590df6d40c892db87611ba36db89f07203f27","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FAngelscriptDelegateWithPayload.cpp","50","Bind_AngelscriptDelegateWithPayload","ExplicitBindings","ObjectsReflection","4.4","3435745e59432feef2cce00d2c5a5c8b110d2880dcf92b05e1c32fe95f96e414","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FAngelscriptGameThreadScopeWorldContext.cpp","23","Bind_FAngelscriptGameThreadScopeWorldContext","ExplicitBindings","ObjectsReflection","4.4","320eac8f91bd2b3b6abc68bc81944ba0e358821e15712a8e785db2b2343f8763","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FInstancedStruct_Functions.cpp","","","","ObjectsReflection","4.4","09e8b008511c2eab1776b4c65c791984996450ca0fdf58db7afebc27b249399c","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FInstancedStruct.cpp","43","Bind_FInstancedStruct","ExplicitBindings","ObjectsReflection","4.4","4e4e59b97c87cd28600a54a1a64aea503f8340ee9b53234a11d433da1c48795c","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_FunctionLibraryMixins.cpp","87","Bind_FunctionLibraryMixins","PostReflectionBindings","ObjectsReflection","4.4","4995071f66dff5339298f40fbcf7b4dae9abe667af36ef30f9b17a557733c4b3","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_SoftObjectPath.cpp","77","Bind_SoftObjectPath","ExplicitBindings","ObjectsReflection","4.4","06083e5f3bc0968715fd91cf3bcbdeb8e192466c8b20411e860fd64c1ba72acf","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_SoftObjectPath.cpp","110","Bind_SoftObjectPath_ToStringContributions","TypeInfrastructure","ObjectsReflection","4.4","06083e5f3bc0968715fd91cf3bcbdeb8e192466c8b20411e860fd64c1ba72acf","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_TSoftObjectPtr_Functions.cpp","","","","ObjectsReflection","4.4","bd6004128ecae164bc81625096900d2aab275323c6f85021c3ce48f359386ba3","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_TSoftObjectPtr_Type.cpp","","","","ObjectsReflection","4.4","1c9649e9fa01075b1c6fd4c2d524026677fedaf975837fe9049b13bba66426e5","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_TSoftObjectPtr.cpp","142","Bind_TSoftObjectPtr_TypeDeclarations","TypeDeclarations","ObjectsReflection","4.4","4f8bf0bcc8f1f40b8fece5c481ecb563e73ffa578918027614a68ceadfd87990","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_TSoftObjectPtr.cpp","158","Bind_TSoftObjectPtr_TypeInfrastructure","TypeInfrastructure","ObjectsReflection","4.4","4f8bf0bcc8f1f40b8fece5c481ecb563e73ffa578918027614a68ceadfd87990","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_TSoftObjectPtr.cpp","210","Bind_TSoftObjectPtr_Functions","ExplicitBindings","ObjectsReflection","4.4","4f8bf0bcc8f1f40b8fece5c481ecb563e73ffa578918027614a68ceadfd87990","present","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UEnum_Type.cpp","","","","ObjectsReflection","4.4","1f438b5aef63f9ad56eca88516aeb643211daf8b79860840e52a23a84ac7c73c","companion_no_output","False"
"Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UEnum.cpp","129","Bind_Enums","TypeDeclarations","ObjectsReflection","4.4","6e548159c456959eb011934191c1f58a6df9b4869aed5de364dee932a1eb559d","present","False"
